id,price
10317868,5200935.118156393
10885829,5672053.0178770805
10765951,4817000.793499647
10003549,5100928.842907001
10663026,2952523.9496689946
10878364,5388199.992558414
11010960,3510590.328454333
2796113,4177210.344415593
10713056,3861527.9090333274
10978982,4074000.339937743
11033399,6183096.2353311535
10806086,1905697.379991646
10708676,3015919.4479121496
11010221,2578591.8254376515
7065898,2039055.9195920455
10902554,6690128.469557288
10980517,3871288.5259255567
11014396,6816914.579652256
9663197,6148960.045242304
11008407,3173575.2711686892
11032158,3540082.9844289357
10521705,5521200.35509302
10357187,3569643.7637370583
9964531,2681031.3119256506
11016254,1264322.9669570392
10897827,3128170.1745345225
10971653,5672639.163252714
10851751,5279617.753625313
10614089,6614575.330856154
10799791,3762228.9501543483
10925824,5221077.747713649
10609867,5277092.0314984955
10715849,5298326.934975929
10836932,5408132.507047066
11030179,4920271.572676854
10973696,3224505.999064275
11029504,2003453.0618556712
10865487,6267271.692445444
10856170,2195264.875977263
11022786,5852039.696137901
10989384,6083383.883400574
10508729,5568697.154495945
8757687,4430946.906278147
11023870,2012028.0820128657
10716774,5477786.872524857
10766426,6151526.505033726
10661714,5502301.402018528
10216708,4808516.1956613
11014086,5591824.725646229
11031161,6154598.340859868
11010764,7206046.4565273775
10968744,3569704.9891119315
10924482,3944628.752971824
10657488,8857177.867251802
10763402,3173477.4069153257
10959817,1727828.3084888337
10968280,3696800.0261427006
11029679,3323951.0266268505
10563986,6575416.523311725
10802844,5537100.795883615
11010588,3874976.2214820315
10841502,2414624.073294349
10352578,1830953.315977435
10808054,3757571.8483337653
8766436,6174786.609860307
10334874,2279145.513362917
11020868,1453045.8084638915
10937582,6376526.331350284
10934819,1619994.4386214693
10977511,3535905.7011034875
11032362,6220540.1067645885
10932604,3018894.199998246
11027013,5499944.101789184
10932522,1957602.3654896314
8356244,2955008.3820048478
10846564,6303290.880586914
10995682,4419675.478886577
10964173,2393784.5469456334
10896235,1026310.9690445149
10873801,2367844.933128981
10938949,5439232.853683865
10955219,3215785.5292696306
10866161,3077975.0428913496
10963300,5599856.069203995
10802501,5825603.646852171
10149968,1638757.8422620697
10859710,2388666.822763789
10914214,3731718.666221849
10570363,3030835.753127918
10948664,3064250.552817654
10692762,5038420.076813476
10631456,2265471.926611076
10894201,9010756.43730034
11033680,1183041.3225409295
10871777,5633283.437632633
10643036,2984183.323073614
11028263,3169086.9827046827
10674010,6794810.109498579
10217747,3310956.59835128
10838219,7240489.779012226
10265493,1974581.0298933028
11011746,7195694.044361792
10868737,3515185.0351792118
10936703,5277098.861297804
10948999,5289534.744042399
10880167,5034364.097752049
10885802,7180837.330442529
10147323,5413280.12565152
9657586,5567021.553108202
10934690,3070759.552843135
10897602,5898030.182602142
10999692,3222874.519643218
10954803,6600707.301339742
10802955,3158035.0850296007
10100372,3682669.2083146796
11024598,5356533.131673651
10931276,3053746.3246879624
10587841,5552676.83993197
11028214,6395034.57768907
10609790,5993218.598152624
10949384,1130188.7784325
11012461,4636715.139024285
11046345,2327062.332908742
11029643,4976638.7114515975
11003951,2600863.4779174323
8663803,2823941.694102698
10918429,2023043.0406294093
10935030,4894542.758349408
10874656,2479137.9555935366
11005848,5512723.785734633
10149824,2076505.2445708176
10670101,1984362.6495429652
8212121,6169283.785629086
10932493,2840682.1468807952
10998578,4880386.06312803
10940004,4624862.862081171
10736927,8460955.173527535
10856961,2481242.8074106127
10401147,5422502.292302877
11034303,2462840.5010251193
10903401,3406568.5438445904
10861272,5563682.204897261
11033591,6010908.128033524
8710156,5377597.279769894
10981235,8056649.0407802
10895306,1728922.0490438272
11022252,3646970.776251009
10666780,2285061.555898717
10887672,5196499.732254023
10852211,1508077.152571281
10953795,5535715.238243939
9610695,11556694.771283817
10958951,1563031.6237801937
9748213,4162489.1558531187
11010796,4388947.8890848765
11028485,5249113.138269884
8503318,2557253.740272032
10813852,9246878.971024051
11030135,5682751.762868196
10344760,5646541.182846954
10689642,4073354.914199248
11011404,-939479.8376599802
11003565,2958519.138646088
10093159,5477786.872524857
10932498,2840682.1468807952
10960090,3620460.466923581
10980023,7749305.42813281
10906982,3275821.1726120464
10730667,1692014.1617309698
10976761,8558622.159006113
10989614,4522807.688037518
10884680,4573380.480808596
10860993,6210427.0609094445
11031322,3317440.9241905976
10700867,2520905.732252187
10682909,5989957.7803731505
10912411,2557145.1350188907
10538742,2848614.709939454
10839919,4456202.34152876
10923199,4611037.798183426
10960025,5736669.94332379
10991970,3661750.7444439074
10666692,5548068.1831852645
10852091,4289961.727607903
11025604,1858031.5096904263
11008198,1860270.6871385034
9667631,3295077.3232131554
11032849,4557073.458044973
11004284,6169801.0903546875
10954175,4969605.358843643
10687714,2101314.0005430207
10824629,2278805.465971994
10375910,2859267.888137589
11006418,4637441.328009035
10313975,1977555.2497126437
10637204,3090275.2311107586
9541379,4996474.881114399
9029282,2007953.8846929458
10891416,3720908.2026306796
10821047,3321018.734028791
10823631,4506907.160781075
11030902,2927641.934387211
10604539,7428515.015940886
10984681,1425847.755512095
10958694,6382982.761664286
10794118,1264322.9669570392
11025122,3051543.6934060347
10136680,2237876.898544927
10932595,2891148.1479482614
10870591,7022483.188607635
10654702,2081117.1861708711
9860841,2999809.252588221
10958303,3498578.5785890273
10788608,3647203.093403332
10687629,2826234.511926408
10652292,1936831.9637120345
8795118,7180835.218929742
10996940,1987422.3564241417
11031814,5792020.30897933
10918381,5857018.360559501
10779428,6709476.403970519
9507206,5073148.36000817
9200670,2136712.342203684
10916361,2695784.510045557
8773846,4021762.1657670173
10892970,5732333.56492231
10918818,5281501.215275859
11018846,4683091.309705628
10112108,1907982.7304770148
10825477,5161216.724008551
10645626,3193511.911155402
10023481,4724556.303291518
11029590,4298957.822469225
