id,price
10317868,5229879.661392821
10885829,5669258.802983437
10765951,4828121.509962809
10003549,5092496.329199037
10663026,2951359.9513709056
10878364,5399856.631635103
11010960,3516599.2144251303
2796113,4171550.1475235783
10713056,3864542.3230793565
10978982,4087146.149169316
11033399,6182119.505285857
10806086,1893176.8397872392
10708676,3027434.962635695
11010221,2586734.7949860753
7065898,2059701.7786220578
10902554,6644799.889374816
10980517,3862132.1444771113
11014396,6793756.6784451585
9663197,6143699.089331986
11008407,3190055.4009840805
11032158,3517963.623389023
10521705,5519920.259274258
10357187,3580110.7475579195
9964531,2662531.1326619843
11016254,1279248.6510017011
10897827,3147079.538336658
10971653,5668905.824126428
10851751,5277171.52353078
10614089,6620075.472525457
10799791,3774652.1627618233
10925824,5225505.186926127
10609867,5273457.632101189
10715849,5302428.876180334
10836932,5390955.748070149
11030179,4907895.345754652
10973696,3216136.7230127957
11029504,2021993.6814761388
10865487,6247315.176577877
10856170,2208184.3034118237
11022786,5854323.098882357
10989384,6073499.171601819
10508729,5565636.371058356
8757687,4421027.685737053
11023870,2040101.3552763413
10716774,5474910.377841444
10766426,6130931.204066396
10661714,5503200.360202329
10216708,4790580.652492185
11014086,5591160.540506059
11031161,6143276.746452131
11010764,7166786.758168987
10968744,3596501.5697197006
10924482,3964216.810611648
10657488,8814697.313337587
10763402,3147529.6763836434
10959817,1736038.3080635015
10968280,3711268.060368201
11029679,3339475.8392151888
10563986,6573185.238748526
10802844,5521331.202155441
11010588,3881925.8536553215
10841502,2428441.2321223263
10352578,1833288.8667448093
10808054,3777851.463614839
8766436,6166674.006937237
10334874,2267474.5249148747
11020868,1441888.1194232437
10937582,6379515.013610077
10934819,1622382.2142139417
10977511,3545315.1060473383
11032362,6226453.41736524
10932604,3018672.6305884277
11027013,5498097.419135919
10932522,1960755.2833853944
8356244,2964566.9535174435
10846564,6305402.068418918
10995682,4406322.484789331
10964173,2415528.424267454
10896235,1063800.3460094784
10873801,2364276.732893836
10938949,5425344.8857831685
10955219,3217325.30575638
10866161,3090505.883651027
10963300,5592837.459321403
10802501,5757354.475479459
10149968,1666384.3738408387
10859710,2424802.812268836
10914214,3751738.324488007
10570363,3043292.0382073782
10948664,3049574.001834022
10692762,5060678.469186735
10631456,2284325.092505849
10894201,8927312.304525794
11033680,1191812.8893613252
10871777,5648584.397153732
10643036,2994232.7360092914
11028263,3184937.135573567
10674010,6738315.002667446
10217747,3311214.436367701
10838219,7264214.33383377
10265493,1989282.063245054
11011746,7168960.11779207
10868737,3529596.510046359
10936703,5239364.677907205
10948999,5317482.202088287
10880167,5038081.397965759
10885802,7162452.074825205
10147323,5402030.34594226
9657586,5519270.425701214
10934690,3093718.523436612
10897602,5876872.775027817
10999692,3231118.4770527
10954803,6602148.334908495
10802955,3180990.402040592
10100372,3709527.9724981315
11024598,5333979.033146471
10931276,3040590.286781967
10587841,5545080.653371216
11028214,6387363.132071235
10609790,5979970.743175869
10949384,1136318.8960600575
11012461,4644768.562232091
11046345,2335995.8090302353
11029643,4974097.453745091
11003951,2627039.7095313896
8663803,2834178.2506983476
10918429,2021083.9359667038
10935030,4891890.027895609
10874656,2477746.4934433266
11005848,5526260.355580484
10149824,2071842.7993093645
10670101,2013027.427537032
8212121,6162537.979530677
10932493,2845681.485649297
10998578,4864465.579973834
10940004,4633477.035277275
10736927,8413641.967788205
10856961,2489725.8650184902
10401147,5418959.520145593
11034303,2460229.492150683
10903401,3400393.147853123
10861272,5564144.409305236
11033591,6011709.41231905
8710156,5336369.357077684
10981235,8043853.249585617
10895306,1751867.7861211132
11022252,3656362.0280954633
10666780,2293629.936992745
10887672,5203113.591502317
10852211,1514914.3510558032
10953795,5524009.060730433
9610695,11493030.002881944
10958951,1560299.9469474712
9748213,4121915.7100288584
11010796,4379879.94717663
11028485,5270622.985471643
8503318,2563640.858761752
10813852,9192891.852388576
11030135,5681388.938090416
10344760,5668364.6581675
10689642,4080737.148651238
11011404,-886238.9442441063
11003565,2969796.6235992834
10093159,5474910.377841444
10932498,2845681.485649297
10960090,3620003.2551318454
10980023,7734334.834388826
10906982,3290196.9567463147
10730667,1681153.5437310087
10976761,8530382.56457083
10989614,4511102.175473106
10884680,4559956.784603826
10860993,6210185.125783844
11031322,3317184.6981442063
10700867,2513252.2842845796
10682909,5988461.031365019
10912411,2583263.957807284
10538742,2863269.924474749
10839919,4431410.441698741
10923199,4601818.741243601
10960025,5740087.3146766415
10991970,3648753.0821980964
10666692,5523136.563697173
10852091,4291790.233773045
11025604,1874295.4391810563
11008198,1875305.3934583962
9667631,3315639.230940699
11032849,4563001.636022029
11004284,6128260.266739527
10954175,4967513.893756378
10687714,2112377.3385157073
10824629,2300667.6268150844
10375910,2870371.440663946
11006418,4630053.944266797
10313975,1985184.4662487996
10637204,3091690.929052562
9541379,4991231.348459249
9029282,2005016.9278836355
10891416,3731325.6555049447
10821047,3334599.216845712
10823631,4490289.535853269
11030902,2938291.4594099843
10604539,7409656.229644558
10984681,1453905.8877171976
10958694,6352683.324870614
10794118,1279248.6510017011
11025122,3074713.1343256338
10136680,2230074.9309967835
10932595,2891185.538914243
10870591,7006794.928074811
10654702,2076068.7824512925
9860841,2998344.8681525723
10958303,3509168.3592805006
10788608,3661108.8967335806
10687629,2824884.3520630305
10652292,1963854.254413936
8795118,7143067.892994553
10996940,1995360.736195081
11031814,5789719.284239624
10918381,5850890.235478321
10779428,6697071.50986831
9507206,5072754.663506098
9200670,2147554.4667652766
10916361,2698429.596768054
8773846,4047308.6930491542
10892970,5730742.999799553
10918818,5278480.199110738
11018846,4682820.449232967
10112108,1915173.6863256856
10825477,5165919.448924871
10645626,3196562.580979824
10023481,4736814.056858099
11029590,4297626.1457170015
11007324,7273901.875455848
10797083,4108029.127703596
11045262,5868991.470453839
10672382,3257920.5204686685
10948441,6015287.49860334
10606718,1440163.8997932049
9947358,257203.913595248
11034998,7568013.37860365
11030898,3370479.580126855
10949065,3053113.911715283
10942629,1126776.794353764
11018877,3106353.5999697503
10548429,3230591.355826813
10284663,2065948.5507583877
11006387,2959838.207613837
10995486,4007030.643089336
8503088,3639562.4999952484
10241766,3665403.870721124
10975003,5904539.772291967
10525975,2495947.8013459835
9433521,5989806.058160578
10906178,2436880.412551867
10847252,1473524.042992476
10390650,5567641.698496075
7815502,1689092.144337317
10935802,5915793.179494056
10786218,1716095.2551178178
8420240,2654716.989437112
10879706,4220526.505960423
10521931,2336608.6867926368
10738206,921732.9895428489
11011909,3136808.3639684785
10955135,5191317.448572878
10933058,2715991.5224581985
10939558,1483059.5502195978
11013517,243497.4777100454
10049957,6515360.580119068
11005245,3471129.5374195133
10976348,2648581.9388030292
10857857,6165160.205186747
10625472,2719108.457929835
10940742,5935415.496187686
10983586,4650803.290381403
10609460,4758910.875341138
9193578,5033046.67410856
10515881,5508265.937037519
11030309,3030620.4047961747
10326354,7198079.715217568
10804020,4804581.759914383
10924949,1142463.5986087313
10075703,4537892.586621892
10936819,5635590.385098321
10384373,1645093.8743770043
10698705,4760344.167051931
11011650,4946063.332475185
10585847,1750402.4226944973
10315800,4201064.240556134
10949717,7223029.7056283355
10049960,6515360.580119068
10842209,5419497.070282703
10954170,3568691.09876942
10060570,2938399.20893965
10927912,5478044.822972
10906726,2956764.6546258517
10986369,2446509.6103988495
9943818,6264519.182140356
10999476,2061197.812662648
10744646,1989282.063245054
11032801,2908442.5156114832
10928739,6704705.838825277
11029700,3038369.7270947406
10360179,2722251.1776304133
10894052,7705606.293533674
10422961,4243647.497057745
10817270,6568764.594432175
11022371,5992105.802851573
11005368,5121662.623552984
10945362,5246171.285900177
10820829,4568188.348557731
10826588,6566000.0667717885
11032972,726677.776165342
10964156,6054326.019499483
11038801,5680404.831033921
10525422,3437645.5872654147
9820523,3267983.966547079
10934692,2053934.866192039
10977677,1590945.7809619154
10862981,7111277.900040749
11010941,2368109.5946762743
10698707,1529007.727840682
11046204,6516048.161642501
10752731,3270944.3209325015
10452253,3528609.387411839
11013026,4791311.079600176
10043313,6625449.947130753
10767834,4805503.170771157
10840138,3039839.203889543
10925790,2778702.438011829
10909390,6030932.651956832
10823094,1545717.4810578781
11004654,6379318.029592499
9019101,3596131.536739748
10968003,2113659.476707127
11029658,3334029.389678832
10273565,2194627.9037719234
11029412,6142246.54196162
9838958,2829050.822770549
10935337,2047497.4851535112
11012594,2425778.022113986
8893447,2036355.548764101
11007496,4542728.957932584
10974772,3561312.3575538057
10997186,5789690.952810379
10750697,5444458.993431742
10891333,4576559.035082275
10742201,3748479.19044702
10849108,5278934.001923368
10815334,4179426.0966582866
10842402,3560923.4822666366
11032616,6125950.606067758
10851164,1452854.619029819
10898176,3471409.761856948
10907566,4299783.3016424235
10708961,3195598.8105353382
11030065,3767869.118782389
10705384,8508636.985232832
10891351,3412466.714655564
10838382,5422970.560105503
10611931,6599298.377875358
10841603,1972013.7055789682
8439211,5363015.770193186
11016612,2305926.9531554347
10988905,6217123.950146282
11012939,3142000.0412012115
10979581,3508194.187183635
10830257,3473333.111058518
11036542,1360623.0564654293
10904546,1917006.808564734
8539632,4463445.549281863
10857215,5552618.533705953
10541410,2027968.9222486373
10723063,5344899.380654451
11029649,1824834.624150761
11029999,2608747.303560109
10952098,2797112.9175974308
10836208,2739478.3186474256
11022573,2295605.1633883677
10798513,1975692.2299273175
10984356,2947629.715524092
10745642,6969030.039256901
10841042,6988893.058150717
10538365,4747114.007448834
10897920,1641264.6944316337
11006479,6297950.746101622
10774899,5026005.01651127
11001765,2851232.5081531955
11033538,1990670.790011306
10831725,3249477.2444881764
11044926,5275454.1195284715
10976271,5442315.821328935
10981556,3657632.683047274
10961326,4906383.668146055
10883866,5834266.321578002
10841901,4878715.080038215
10693007,5760315.599684755
10847817,3767067.711730849
10896856,5949717.400402676
10784274,1748281.0462742462
10378785,2260144.2786102165
10910362,5595916.052129952
10923489,4799732.267113753
10796396,4093573.410296342
10893036,7822327.30065939
11011008,7318713.129178152
10952064,6437794.230003205
11009697,1888745.1148827686
10308491,5947617.175393588
11009134,5575511.101625646
10956663,3533311.079653035
11043808,2476494.0708770817
11000065,3321384.407829916
11007409,5490987.523942951
10328736,3231910.8386747204
6954834,4931415.179529315
10949562,5253984.090597049
8889294,3290242.419100617
10852545,5025317.107572887
11017010,2001326.7381386193
11001089,5725293.403855665
10914315,5125631.084222033
10965478,3891820.3522212044
10819401,1022634.2640005681
10979878,2961053.87539145
10613706,5070608.593848933
10763485,2287736.8445448033
10609498,5471022.015836199
10847829,3427247.044737813
9716533,6448494.795756497
10818543,2660989.2441719044
10955543,4988744.766534729
10914990,7463216.252480444
10650754,3566156.312880418
11007835,5705916.364801187
10986600,1963119.218762724
10205939,2496299.4995703404
10613818,3749178.895143013
11028806,1869723.9481285815
10821045,2785522.376465805
11025719,1440163.8997932049
11027050,2021993.6814761388
11027120,2956221.0021568197
10991121,3293650.2887000367
10615821,5343432.095293689
10826789,2461353.938873998
10823501,3357897.450628395
11031678,1912223.9541864332
10904277,4229103.233910198
11032345,2238653.312370271
10790133,2312941.1260736603
8035356,2447900.520010184
10874651,2462026.4779236503
11010267,4430363.908540967
10803357,4012063.6192427473
10693203,5726205.236859252
10927529,178522.58728020405
10965515,3492587.5555547033
10756016,5792940.469566671
10818159,9077240.136611104
10927662,4916282.791386119
10558471,7488642.636766547
11033496,5899221.839667358
11002382,4267053.800540618
10984447,4893006.769076614
11029759,977303.9383367496
10619610,6744612.037244966
10984665,6358144.519509396
10859925,4598644.908741377
10750711,5317193.4819109095
11034193,2495772.5286275246
10468221,5960603.967516296
11029635,2403154.8284110446
9113806,3932806.8235607464
10848057,4139940.3632618515
11030021,2282380.0453910525
10874549,4367003.703320015
10871719,4471530.993092567
10648595,2010497.6077894976
10948308,1777005.2540434035
10978564,1510092.077978976
7559766,1895034.5584402834
5704631,3621162.2982351645
3204311,4435453.0953027755
11028848,3745095.8824151275
10717237,5629374.628416844
10855877,5280266.871242779
10904038,4530651.629389712
11034225,1570905.0655256608
10742964,1726295.0162006314
10737033,5868991.470453839
10955514,2616287.9639533386
10870666,4481416.009493989
7846347,1398041.4734162
10077834,1901570.6304609573
10020769,5642586.844754135
10406971,3924938.5844521755
10644641,5920849.140187296
10776176,2219986.6499060597
10789519,4507689.36539974
10921562,5040630.171539089
10927184,5821168.59956552
11021947,3551184.9975724095
10958511,4428686.61050017
10925633,6828357.06779194
10613987,6663978.725176685
10987430,2577880.3462334555
11030594,3924759.6398395523
10951734,5226690.194943124
10916819,5972852.3128632745
10925164,2283673.3398581753
11025234,2111287.3517982173
9838788,4817689.4238738725
10979378,6718067.894711459
10852399,6599298.377875358
10965082,5483154.960580836
10798315,2540896.24971509
10666268,2450805.8339031697
10997655,6479459.908180315
10918750,4624076.67265561
11028591,5176794.98684698
10867068,3555402.097910663
10694259,6702738.652214037
10821922,3363025.256192947
11001243,5186785.604593075
10970970,1771335.3337831148
10814380,5591301.117091834
10866816,5388526.113989163
10762038,4597436.828445992
9267648,2635636.8647290533
10911849,2214672.4843543
10936519,2348713.8522938313
10924382,7415584.909996267
10826497,7110929.904055418
11013768,1881355.919403242
11006368,5417319.67322001
10832912,1696623.019094285
10911741,3190447.9827608685
10762089,2733490.078186474
8476937,4204658.643573355
10973171,4831310.93933413
10935843,2929096.9729135325
10694580,3623999.4690103084
10996709,3046094.7590370914
10545059,2183007.5501338057
10401321,3448091.483595474
10782758,4027627.1199854035
10911750,5342935.161072228
10864288,3400834.2378817247
10870430,1884588.848445327
10942747,6769287.903993698
10556988,2285922.066366721
10961624,3195598.8105353382
11030320,2009458.422933903
10869522,2051954.1201586314
10992849,3685786.834033869
10805256,4026463.0716155428
10999817,3099559.3068238073
11032474,4804165.963061283
10989802,3222651.5740804067
8202873,1731849.8432940734
11031396,1377284.598466334
10913165,4252240.641243229
11014436,5991848.244522159
10985609,5617150.1495403685
10992341,1783353.9394555995
10888602,5739400.139937507
11014958,4300930.411887764
10981220,7481991.779433713
11028256,3150153.6344122794
9161413,6542022.487764565
10778733,6150294.588292571
10797230,2200387.4141276088
10965171,3109729.324993578
8819143,4454347.9763635015
10786709,7170607.801103713
10960120,5155599.988298389
10803845,1508630.5359664494
10956924,4691696.598504778
10997131,2143450.5148099507
10633845,3452143.4959606007
10929564,3375782.01941735
10235128,2027319.3258499268
7256542,2415069.026755558
10759036,1592843.9908817867
10739357,1164442.1800174937
10981008,2274187.7772249775
11025580,1058707.7126371744
10839133,1379090.9780501053
8383093,2019885.801103942
10752533,3257836.756317773
11028009,4141471.6495473026
11028171,6260529.19088351
9740177,2968745.122724031
11031102,5947165.53851199
10851961,4335115.978489752
